start_article_title,starter_article_url,selection_strat,hops_to_phil
"List of listed buildings in Liff And Benvie, Dundee","https://en.wikipedia.org/wiki/List_of_listed_buildings_in_Liff_And_Benvie,_Dundee",EMBEDDING_WORD2VEC,8

Barley bread,https://en.wikipedia.org/wiki/Barley_bread,EMBEDDING_WORD2VEC,10

Invincible (Machine Gun Kelly song),https://en.wikipedia.org/wiki/Invincible_(Machine_Gun_Kelly_song),EMBEDDING_WORD2VEC,10

Type 50,https://en.wikipedia.org/wiki/Type_50,NTH_LINK(2),20

Soldiers Delight Natural Environment Area,https://en.wikipedia.org/wiki/Soldiers_Delight_Natural_Environment_Area,NTH_LINK(2),39

Hurst Spit,https://en.wikipedia.org/wiki/Hurst_Spit,NTH_LINK(2),16

Dennys Reyes,https://en.wikipedia.org/wiki/Dennys_Reyes,WORDNET,11

Pablo Reinoso,https://en.wikipedia.org/wiki/Pablo_Reinoso,NTH_LINK(2),35

Daniel Rosenberg,https://en.wikipedia.org/wiki/Daniel_Rosenberg,EMBEDDING_WORD2VEC,7

Colegio Helvetia,https://en.wikipedia.org/wiki/Colegio_Helvetia,EMBEDDING_WORD2VEC,8

Jhonlen Barreto,https://en.wikipedia.org/wiki/Jhonlen_Barreto,WORDNET,11

Jhonlen Barreto,https://en.wikipedia.org/wiki/Jhonlen_Barreto,NTH_LINK(2),18

Abang Okpo,https://en.wikipedia.org/wiki/Abang_Okpo,NTH_LINK(2),47

Baggara cattle,https://en.wikipedia.org/wiki/Baggara_cattle,WORDNET,7

Baggara cattle,https://en.wikipedia.org/wiki/Baggara_cattle,NTH_LINK(2),26

Novy Luch,https://en.wikipedia.org/wiki/Novy_Luch,WORDNET,9

Revolutionary committee (Soviet),https://en.wikipedia.org/wiki/Revolutionary_committee_(Soviet),WORDNET,6

Revolutionary committee (Soviet),https://en.wikipedia.org/wiki/Revolutionary_committee_(Soviet),NTH_LINK(2),16

Revolutionary committee (Soviet),https://en.wikipedia.org/wiki/Revolutionary_committee_(Soviet),EMBEDDING_WORD2VEC,5

Public housing estates in Wong Tai Sin,https://en.wikipedia.org/wiki/Public_housing_estates_in_Wong_Tai_Sin,NTH_LINK(2),39

Public housing estates in Wong Tai Sin,https://en.wikipedia.org/wiki/Public_housing_estates_in_Wong_Tai_Sin,EMBEDDING_WORD2VEC,6

Colored Frames,https://en.wikipedia.org/wiki/Colored_Frames,WORDNET,7

Colored Frames,https://en.wikipedia.org/wiki/Colored_Frames,NTH_LINK(2),40

Jacob Francis Huhn,https://en.wikipedia.org/wiki/Jacob_Francis_Huhn,WORDNET,10

Jacob Francis Huhn,https://en.wikipedia.org/wiki/Jacob_Francis_Huhn,EMBEDDING_WORD2VEC,12

Entertainment Monitoring Africa,https://en.wikipedia.org/wiki/Entertainment_Monitoring_Africa,NTH_LINK(2),15

Entertainment Monitoring Africa,https://en.wikipedia.org/wiki/Entertainment_Monitoring_Africa,EMBEDDING_WORD2VEC,9

Barbara Kudrycka,https://en.wikipedia.org/wiki/Barbara_Kudrycka,WORDNET,6

Barbara Kudrycka,https://en.wikipedia.org/wiki/Barbara_Kudrycka,NTH_LINK(2),31

Sunstein,https://en.wikipedia.org/wiki/Sunstein,NTH_LINK(2),41

SS Martti Ragnar (1934),https://en.wikipedia.org/wiki/SS_Martti_Ragnar_(1934),EMBEDDING_WORD2VEC,5

Kukeli,https://en.wikipedia.org/wiki/Kukeli,NTH_LINK(2),39

Aída Ayala,https://en.wikipedia.org/wiki/A%C3%ADda_Ayala,WORDNET,7

Aída Ayala,https://en.wikipedia.org/wiki/A%C3%ADda_Ayala,NTH_LINK(2),31

Aída Ayala,https://en.wikipedia.org/wiki/A%C3%ADda_Ayala,EMBEDDING_WORD2VEC,4

2005 Rogers Masters – Singles,https://en.wikipedia.org/wiki/2005_Rogers_Masters_%E2%80%93_Singles,WORDNET,11

José Luis Abajo,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Abajo,WORDNET,6

10 Days That Unexpectedly Changed America,https://en.wikipedia.org/wiki/10_Days_That_Unexpectedly_Changed_America,WORDNET,14

10 Days That Unexpectedly Changed America,https://en.wikipedia.org/wiki/10_Days_That_Unexpectedly_Changed_America,NTH_LINK(2),4

Lahovče,https://en.wikipedia.org/wiki/Lahov%C4%8De,NTH_LINK(2),21

The Proposition (2005 film),https://en.wikipedia.org/wiki/The_Proposition_(2005_film),WORDNET,8

The Proposition (2005 film),https://en.wikipedia.org/wiki/The_Proposition_(2005_film),NTH_LINK(2),39

"Tuscaloosa, Alabama metropolitan area","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama_metropolitan_area",NTH_LINK(2),40

Luke Glendening,https://en.wikipedia.org/wiki/Luke_Glendening,WORDNET,8

Luke Glendening,https://en.wikipedia.org/wiki/Luke_Glendening,EMBEDDING_WORD2VEC,8

Johann Friedrich Wucherer,https://en.wikipedia.org/wiki/Johann_Friedrich_Wucherer,EMBEDDING_WORD2VEC,9

NAC Air,https://en.wikipedia.org/wiki/NAC_Air,WORDNET,7

NAC Air,https://en.wikipedia.org/wiki/NAC_Air,NTH_LINK(2),39

Gujarati (Unicode block),https://en.wikipedia.org/wiki/Gujarati_(Unicode_block),NTH_LINK(2),16

NC State–Wake Forest rivalry,https://en.wikipedia.org/wiki/NC_State%E2%80%93Wake_Forest_rivalry,WORDNET,4

Juan Bautista Cabrera,https://en.wikipedia.org/wiki/Juan_Bautista_Cabrera,NTH_LINK(2),18

Juan Bautista Cabrera,https://en.wikipedia.org/wiki/Juan_Bautista_Cabrera,EMBEDDING_WORD2VEC,12

Betty Fiorina,https://en.wikipedia.org/wiki/Betty_Fiorina,WORDNET,9

Reginald Farrer,https://en.wikipedia.org/wiki/Reginald_Farrer,WORDNET,10

Reginald Farrer,https://en.wikipedia.org/wiki/Reginald_Farrer,NTH_LINK(2),19

Rejoice (Katherine Jenkins album),https://en.wikipedia.org/wiki/Rejoice_(Katherine_Jenkins_album),WORDNET,9

Natalya Klimova,https://en.wikipedia.org/wiki/Natalya_Klimova,WORDNET,7

Natalya Klimova,https://en.wikipedia.org/wiki/Natalya_Klimova,EMBEDDING_WORD2VEC,10

La Guiablesse (ballet),https://en.wikipedia.org/wiki/La_Guiablesse_(ballet),NTH_LINK(2),43

Austin 12,https://en.wikipedia.org/wiki/Austin_12,WORDNET,5

Austin 12,https://en.wikipedia.org/wiki/Austin_12,EMBEDDING_WORD2VEC,5

Ruth von Mayenburg,https://en.wikipedia.org/wiki/Ruth_von_Mayenburg,NTH_LINK(2),14

Sarcophaga vagans,https://en.wikipedia.org/wiki/Sarcophaga_vagans,NTH_LINK(2),14

Public domain in the United States,https://en.wikipedia.org/wiki/Public_domain_in_the_United_States,WORDNET,4

Public domain in the United States,https://en.wikipedia.org/wiki/Public_domain_in_the_United_States,NTH_LINK(2),8

Public domain in the United States,https://en.wikipedia.org/wiki/Public_domain_in_the_United_States,EMBEDDING_WORD2VEC,6

Abergwili railway station,https://en.wikipedia.org/wiki/Abergwili_railway_station,NTH_LINK(2),15

Abergwili railway station,https://en.wikipedia.org/wiki/Abergwili_railway_station,EMBEDDING_WORD2VEC,7

Wheeler Martin,https://en.wikipedia.org/wiki/Wheeler_Martin,NTH_LINK(2),40

Wheeler Martin,https://en.wikipedia.org/wiki/Wheeler_Martin,EMBEDDING_WORD2VEC,7

Henderson Bay High School,https://en.wikipedia.org/wiki/Henderson_Bay_High_School,WORDNET,10

Henderson Bay High School,https://en.wikipedia.org/wiki/Henderson_Bay_High_School,EMBEDDING_WORD2VEC,11

"Bruington, Virginia","https://en.wikipedia.org/wiki/Bruington,_Virginia",NTH_LINK(2),39

"Bruington, Virginia","https://en.wikipedia.org/wiki/Bruington,_Virginia",EMBEDDING_WORD2VEC,6

Gooka,https://en.wikipedia.org/wiki/Gooka,EMBEDDING_WORD2VEC,8

2019 UMass Dartmouth Corsairs football team,https://en.wikipedia.org/wiki/2019_UMass_Dartmouth_Corsairs_football_team,WORDNET,15

2019 UMass Dartmouth Corsairs football team,https://en.wikipedia.org/wiki/2019_UMass_Dartmouth_Corsairs_football_team,EMBEDDING_WORD2VEC,8

Best.Worst.Weekend.Ever.,https://en.wikipedia.org/wiki/Best.Worst.Weekend.Ever.,EMBEDDING_WORD2VEC,7

"Czekanów, Greater Poland Voivodeship","https://en.wikipedia.org/wiki/Czekan%C3%B3w,_Greater_Poland_Voivodeship",NTH_LINK(2),37

The Ballad of Jed Clampett,https://en.wikipedia.org/wiki/The_Ballad_of_Jed_Clampett,WORDNET,4

Akwa Ibom Airport,https://en.wikipedia.org/wiki/Akwa_Ibom_Airport,NTH_LINK(2),39

Akwa Ibom Airport,https://en.wikipedia.org/wiki/Akwa_Ibom_Airport,EMBEDDING_WORD2VEC,7

1996 Outback Bowl,https://en.wikipedia.org/wiki/1996_Outback_Bowl,WORDNET,5

1996 Outback Bowl,https://en.wikipedia.org/wiki/1996_Outback_Bowl,NTH_LINK(2),42

Olive ridley sea turtle,https://en.wikipedia.org/wiki/Olive_ridley_sea_turtle,NTH_LINK(2),14

Eiji Oguma,https://en.wikipedia.org/wiki/Eiji_Oguma,WORDNET,5

Eiji Oguma,https://en.wikipedia.org/wiki/Eiji_Oguma,NTH_LINK(2),42

Eiji Oguma,https://en.wikipedia.org/wiki/Eiji_Oguma,EMBEDDING_WORD2VEC,8

Monica Biernat,https://en.wikipedia.org/wiki/Monica_Biernat,WORDNET,9

Biyala,https://en.wikipedia.org/wiki/Biyala,EMBEDDING_WORD2VEC,13

Henryk Młynarczyk,https://en.wikipedia.org/wiki/Henryk_M%C5%82ynarczyk,WORDNET,8

Henryk Młynarczyk,https://en.wikipedia.org/wiki/Henryk_M%C5%82ynarczyk,NTH_LINK(2),22

Ivan Mondok,https://en.wikipedia.org/wiki/Ivan_Mondok,EMBEDDING_WORD2VEC,5

District administration in Nepal,https://en.wikipedia.org/wiki/District_administration_in_Nepal,NTH_LINK(2),38

District administration in Nepal,https://en.wikipedia.org/wiki/District_administration_in_Nepal,EMBEDDING_WORD2VEC,8

Promenade Mall,https://en.wikipedia.org/wiki/Promenade_Mall,NTH_LINK(2),41

Patrick Curran (hurler),https://en.wikipedia.org/wiki/Patrick_Curran_(hurler),WORDNET,13

Hot lap,https://en.wikipedia.org/wiki/Hot_lap,EMBEDDING_WORD2VEC,8

St. Thomas-St. John School District,https://en.wikipedia.org/wiki/St._Thomas-St._John_School_District,NTH_LINK(2),39

Bapunagar,https://en.wikipedia.org/wiki/Bapunagar,NTH_LINK(2),45

US Weather Bureau Station (Block Island),https://en.wikipedia.org/wiki/US_Weather_Bureau_Station_(Block_Island),NTH_LINK(2),39

1954 Joe Fry Memorial Trophy,https://en.wikipedia.org/wiki/1954_Joe_Fry_Memorial_Trophy,NTH_LINK(2),47

Ágnes Bartha,https://en.wikipedia.org/wiki/%C3%81gnes_Bartha,WORDNET,8

Ágnes Bartha,https://en.wikipedia.org/wiki/%C3%81gnes_Bartha,NTH_LINK(2),22

Chimney Sweeps Islands,https://en.wikipedia.org/wiki/Chimney_Sweeps_Islands,NTH_LINK(2),40

Same-sex marriage in the Netherlands,https://en.wikipedia.org/wiki/Same-sex_marriage_in_the_Netherlands,NTH_LINK(2),30

Adinkerke Military Cemetery,https://en.wikipedia.org/wiki/Adinkerke_Military_Cemetery,EMBEDDING_WORD2VEC,6

2008 Maria Sharapova tennis season,https://en.wikipedia.org/wiki/2008_Maria_Sharapova_tennis_season,NTH_LINK(2),49

Yaava Janmada Maitri,https://en.wikipedia.org/wiki/Yaava_Janmada_Maitri,NTH_LINK(2),25

1580 in art,https://en.wikipedia.org/wiki/1580_in_art,NTH_LINK(2),31

Northrup Theater,https://en.wikipedia.org/wiki/Northrup_Theater,NTH_LINK(2),35

Dougie Padilla,https://en.wikipedia.org/wiki/Dougie_Padilla,NTH_LINK(2),45

"Morawy, Pomeranian Voivodeship","https://en.wikipedia.org/wiki/Morawy,_Pomeranian_Voivodeship",NTH_LINK(2),37

Lycée Martin Luther King,https://en.wikipedia.org/wiki/Lyc%C3%A9e_Martin_Luther_King,NTH_LINK(2),41

Lycée Martin Luther King,https://en.wikipedia.org/wiki/Lyc%C3%A9e_Martin_Luther_King,EMBEDDING_WORD2VEC,9

Katastematic pleasure,https://en.wikipedia.org/wiki/Katastematic_pleasure,WORDNET,2

Katastematic pleasure,https://en.wikipedia.org/wiki/Katastematic_pleasure,NTH_LINK(2),21

Katastematic pleasure,https://en.wikipedia.org/wiki/Katastematic_pleasure,EMBEDDING_WORD2VEC,2

Bahrianwala railway station,https://en.wikipedia.org/wiki/Bahrianwala_railway_station,NTH_LINK(2),15

Buttercup Mountain,https://en.wikipedia.org/wiki/Buttercup_Mountain,EMBEDDING_WORD2VEC,6

Coorg Legislative Assembly,https://en.wikipedia.org/wiki/Coorg_Legislative_Assembly,WORDNET,8

Cimolodontidae,https://en.wikipedia.org/wiki/Cimolodontidae,NTH_LINK(2),25

"Fairholm, Washington","https://en.wikipedia.org/wiki/Fairholm,_Washington",EMBEDDING_WORD2VEC,6

Louisiana Highway 88,https://en.wikipedia.org/wiki/Louisiana_Highway_88,NTH_LINK(2),39

Louisiana Highway 88,https://en.wikipedia.org/wiki/Louisiana_Highway_88,EMBEDDING_WORD2VEC,6

Teenage Millionaire,https://en.wikipedia.org/wiki/Teenage_Millionaire,WORDNET,9

"Holman, Missouri","https://en.wikipedia.org/wiki/Holman,_Missouri",NTH_LINK(2),38

"Holman, Missouri","https://en.wikipedia.org/wiki/Holman,_Missouri",EMBEDDING_WORD2VEC,5

Jack Blatherwick (ice hockey),https://en.wikipedia.org/wiki/Jack_Blatherwick_(ice_hockey),EMBEDDING_WORD2VEC,8

Old England (department store),https://en.wikipedia.org/wiki/Old_England_(department_store),NTH_LINK(2),16

Both Sides Now (Willie Nelson album),https://en.wikipedia.org/wiki/Both_Sides_Now_(Willie_Nelson_album),NTH_LINK(2),23

Both Sides Now (Willie Nelson album),https://en.wikipedia.org/wiki/Both_Sides_Now_(Willie_Nelson_album),EMBEDDING_WORD2VEC,8

Linda Orange,https://en.wikipedia.org/wiki/Linda_Orange,NTH_LINK(2),40

Linda Orange,https://en.wikipedia.org/wiki/Linda_Orange,EMBEDDING_WORD2VEC,7

Halls Gap Zoo,https://en.wikipedia.org/wiki/Halls_Gap_Zoo,WORDNET,8

Halls Gap Zoo,https://en.wikipedia.org/wiki/Halls_Gap_Zoo,NTH_LINK(2),15

Al-Mazraa,https://en.wikipedia.org/wiki/Al-Mazraa,NTH_LINK(2),16

Border disease,https://en.wikipedia.org/wiki/Border_disease,NTH_LINK(2),7

Lamb marking,https://en.wikipedia.org/wiki/Lamb_marking,WORDNET,10

Lamb marking,https://en.wikipedia.org/wiki/Lamb_marking,NTH_LINK(2),7

Hoploscopa nauticorum,https://en.wikipedia.org/wiki/Hoploscopa_nauticorum,WORDNET,9

Hoploscopa nauticorum,https://en.wikipedia.org/wiki/Hoploscopa_nauticorum,NTH_LINK(2),5

2009–10 Liga de Honra,https://en.wikipedia.org/wiki/2009%E2%80%9310_Liga_de_Honra,WORDNET,11

2009–10 Liga de Honra,https://en.wikipedia.org/wiki/2009%E2%80%9310_Liga_de_Honra,NTH_LINK(2),15

List of institutions of higher education in Gujarat,https://en.wikipedia.org/wiki/List_of_institutions_of_higher_education_in_Gujarat,NTH_LINK(2),15

List of institutions of higher education in Gujarat,https://en.wikipedia.org/wiki/List_of_institutions_of_higher_education_in_Gujarat,EMBEDDING_WORD2VEC,6

"Kopuz, Bayburt","https://en.wikipedia.org/wiki/Kopuz,_Bayburt",NTH_LINK(2),17

"Kopuz, Bayburt","https://en.wikipedia.org/wiki/Kopuz,_Bayburt",EMBEDDING_WORD2VEC,13

A Haunted House and Other Short Stories,https://en.wikipedia.org/wiki/A_Haunted_House_and_Other_Short_Stories,WORDNET,14

A Haunted House and Other Short Stories,https://en.wikipedia.org/wiki/A_Haunted_House_and_Other_Short_Stories,EMBEDDING_WORD2VEC,12

Model Store,https://en.wikipedia.org/wiki/Model_Store,NTH_LINK(2),35

Model Store,https://en.wikipedia.org/wiki/Model_Store,EMBEDDING_WORD2VEC,11

Serge Stauffer,https://en.wikipedia.org/wiki/Serge_Stauffer,WORDNET,9

The Conceptual Framework,https://en.wikipedia.org/wiki/The_Conceptual_Framework,WORDNET,2

The Conceptual Framework,https://en.wikipedia.org/wiki/The_Conceptual_Framework,NTH_LINK(2),39

The Conceptual Framework,https://en.wikipedia.org/wiki/The_Conceptual_Framework,EMBEDDING_WORD2VEC,8

The Campus Vamp,https://en.wikipedia.org/wiki/The_Campus_Vamp,WORDNET,6

Remco van Wijk,https://en.wikipedia.org/wiki/Remco_van_Wijk,EMBEDDING_WORD2VEC,9

Payne Harrison,https://en.wikipedia.org/wiki/Payne_Harrison,EMBEDDING_WORD2VEC,8

Ruth Whitaker,https://en.wikipedia.org/wiki/Ruth_Whitaker,WORDNET,6

Ruth Whitaker,https://en.wikipedia.org/wiki/Ruth_Whitaker,NTH_LINK(2),42

"Palazzo della Ragione, Milan","https://en.wikipedia.org/wiki/Palazzo_della_Ragione,_Milan",NTH_LINK(2),35

"Palazzo della Ragione, Milan","https://en.wikipedia.org/wiki/Palazzo_della_Ragione,_Milan",EMBEDDING_WORD2VEC,5

Derek Scott (athlete),https://en.wikipedia.org/wiki/Derek_Scott_(athlete),NTH_LINK(2),29

Derek Scott (athlete),https://en.wikipedia.org/wiki/Derek_Scott_(athlete),EMBEDDING_WORD2VEC,11

Klára Issová,https://en.wikipedia.org/wiki/Kl%C3%A1ra_Issov%C3%A1,EMBEDDING_WORD2VEC,7

2008 Indonesia Independence Cup,https://en.wikipedia.org/wiki/2008_Indonesia_Independence_Cup,WORDNET,13

Old News,https://en.wikipedia.org/wiki/Old_News,NTH_LINK(2),21

Sayf ad-Din Tatar,https://en.wikipedia.org/wiki/Sayf_ad-Din_Tatar,NTH_LINK(2),22

Sayf ad-Din Tatar,https://en.wikipedia.org/wiki/Sayf_ad-Din_Tatar,EMBEDDING_WORD2VEC,13

52nd Annual Grammy Awards,https://en.wikipedia.org/wiki/52nd_Annual_Grammy_Awards,NTH_LINK(2),40

2007 All-Ireland Minor Football Championship,https://en.wikipedia.org/wiki/2007_All-Ireland_Minor_Football_Championship,WORDNET,12

Medard W. Welch Award,https://en.wikipedia.org/wiki/Medard_W._Welch_Award,WORDNET,6

Medard W. Welch Award,https://en.wikipedia.org/wiki/Medard_W._Welch_Award,NTH_LINK(2),17

Wuest type herringbone gear,https://en.wikipedia.org/wiki/Wuest_type_herringbone_gear,NTH_LINK(2),7

Louis Jehotte,https://en.wikipedia.org/wiki/Louis_Jehotte,WORDNET,9

Louis Jehotte,https://en.wikipedia.org/wiki/Louis_Jehotte,NTH_LINK(2),21

April 1991 Civic Democratic Party leadership election,https://en.wikipedia.org/wiki/April_1991_Civic_Democratic_Party_leadership_election,WORDNET,13

April 1991 Civic Democratic Party leadership election,https://en.wikipedia.org/wiki/April_1991_Civic_Democratic_Party_leadership_election,NTH_LINK(2),40

April 1991 Civic Democratic Party leadership election,https://en.wikipedia.org/wiki/April_1991_Civic_Democratic_Party_leadership_election,EMBEDDING_WORD2VEC,8

No.31-class patrol boat,https://en.wikipedia.org/wiki/No.31-class_patrol_boat,WORDNET,11

No.31-class patrol boat,https://en.wikipedia.org/wiki/No.31-class_patrol_boat,NTH_LINK(2),16

Junior idol,https://en.wikipedia.org/wiki/Junior_idol,NTH_LINK(2),22

Lenni Jabour,https://en.wikipedia.org/wiki/Lenni_Jabour,NTH_LINK(2),36

Lenni Jabour,https://en.wikipedia.org/wiki/Lenni_Jabour,EMBEDDING_WORD2VEC,11

"Pitts, Georgia","https://en.wikipedia.org/wiki/Pitts,_Georgia",WORDNET,7

"Pitts, Georgia","https://en.wikipedia.org/wiki/Pitts,_Georgia",NTH_LINK(2),42

"Pitts, Georgia","https://en.wikipedia.org/wiki/Pitts,_Georgia",EMBEDDING_WORD2VEC,4

Urthecast,https://en.wikipedia.org/wiki/Urthecast,WORDNET,5

Urthecast,https://en.wikipedia.org/wiki/Urthecast,EMBEDDING_WORD2VEC,9

Xavier Mellery,https://en.wikipedia.org/wiki/Xavier_Mellery,WORDNET,9

Xavier Mellery,https://en.wikipedia.org/wiki/Xavier_Mellery,EMBEDDING_WORD2VEC,5

Lauraët,https://en.wikipedia.org/wiki/Laura%C3%ABt,NTH_LINK(2),34

List of pageants of the Church of Jesus Christ of Latter-day Saints,https://en.wikipedia.org/wiki/List_of_pageants_of_the_Church_of_Jesus_Christ_of_Latter-day_Saints,NTH_LINK(2),37

List of pageants of the Church of Jesus Christ of Latter-day Saints,https://en.wikipedia.org/wiki/List_of_pageants_of_the_Church_of_Jesus_Christ_of_Latter-day_Saints,EMBEDDING_WORD2VEC,7

Monmouth RFC,https://en.wikipedia.org/wiki/Monmouth_RFC,NTH_LINK(2),15

"Balgöze, Merzifon","https://en.wikipedia.org/wiki/Balg%C3%B6ze,_Merzifon",NTH_LINK(2),17

"Balgöze, Merzifon","https://en.wikipedia.org/wiki/Balg%C3%B6ze,_Merzifon",EMBEDDING_WORD2VEC,5

Nick de Jong (sailor),https://en.wikipedia.org/wiki/Nick_de_Jong_(sailor),WORDNET,10

Nick de Jong (sailor),https://en.wikipedia.org/wiki/Nick_de_Jong_(sailor),EMBEDDING_WORD2VEC,10

Khvajeh Gir,https://en.wikipedia.org/wiki/Khvajeh_Gir,NTH_LINK(2),17

Stare Kobiałki,https://en.wikipedia.org/wiki/Stare_Kobia%C5%82ki,NTH_LINK(2),37

1900 Cuban local elections,https://en.wikipedia.org/wiki/1900_Cuban_local_elections,NTH_LINK(2),39

2020–21 Northeast Conference men's basketball season,https://en.wikipedia.org/wiki/2020%E2%80%9321_Northeast_Conference_men%27s_basketball_season,NTH_LINK(2),48

Militsiya hour,https://en.wikipedia.org/wiki/Militsiya_hour,NTH_LINK(2),21

The Fruit Bowl,https://en.wikipedia.org/wiki/The_Fruit_Bowl,WORDNET,4

The Fruit Bowl,https://en.wikipedia.org/wiki/The_Fruit_Bowl,NTH_LINK(2),42

The Fruit Bowl,https://en.wikipedia.org/wiki/The_Fruit_Bowl,EMBEDDING_WORD2VEC,5

Aburatorigami,https://en.wikipedia.org/wiki/Aburatorigami,WORDNET,9

Aburatorigami,https://en.wikipedia.org/wiki/Aburatorigami,NTH_LINK(2),31

Monaco Franze – Der ewige Stenz,https://en.wikipedia.org/wiki/Monaco_Franze_%E2%80%93_Der_ewige_Stenz,NTH_LINK(2),22

Monaco Franze – Der ewige Stenz,https://en.wikipedia.org/wiki/Monaco_Franze_%E2%80%93_Der_ewige_Stenz,EMBEDDING_WORD2VEC,4

Li Guangjun,https://en.wikipedia.org/wiki/Li_Guangjun,WORDNET,8

Li Guangjun,https://en.wikipedia.org/wiki/Li_Guangjun,NTH_LINK(2),35

"Antolin, Łódź Voivodeship","https://en.wikipedia.org/wiki/Antolin,_%C5%81%C3%B3d%C5%BA_Voivodeship",NTH_LINK(2),37

"Antolin, Łódź Voivodeship","https://en.wikipedia.org/wiki/Antolin,_%C5%81%C3%B3d%C5%BA_Voivodeship",EMBEDDING_WORD2VEC,5

W. Michael Cox,https://en.wikipedia.org/wiki/W._Michael_Cox,NTH_LINK(2),35

Gaston Allemane,https://en.wikipedia.org/wiki/Gaston_Allemane,NTH_LINK(2),48

Łownica,https://en.wikipedia.org/wiki/%C5%81ownica,NTH_LINK(2),37

Whelm,https://en.wikipedia.org/wiki/Whelm,NTH_LINK(2),48

Securities account,https://en.wikipedia.org/wiki/Securities_account,WORDNET,7

John H. Babb,https://en.wikipedia.org/wiki/John_H._Babb,NTH_LINK(2),39

Sing Out March On,https://en.wikipedia.org/wiki/Sing_Out_March_On,NTH_LINK(2),42

Sing Out March On,https://en.wikipedia.org/wiki/Sing_Out_March_On,EMBEDDING_WORD2VEC,5

Sarraltroff,https://en.wikipedia.org/wiki/Sarraltroff,NTH_LINK(2),35

List of municipal presidents of Tuxtla Gutiérrez,https://en.wikipedia.org/wiki/List_of_municipal_presidents_of_Tuxtla_Guti%C3%A9rrez,NTH_LINK(2),26

Lisa Daugaard,https://en.wikipedia.org/wiki/Lisa_Daugaard,WORDNET,10

Lisa Daugaard,https://en.wikipedia.org/wiki/Lisa_Daugaard,NTH_LINK(2),41

Lisa Daugaard,https://en.wikipedia.org/wiki/Lisa_Daugaard,EMBEDDING_WORD2VEC,8

John Valdivia,https://en.wikipedia.org/wiki/John_Valdivia,NTH_LINK(2),40

Day After Reading,https://en.wikipedia.org/wiki/Day_After_Reading,NTH_LINK(2),19

Hozunyam,https://en.wikipedia.org/wiki/Hozunyam,WORDNET,9

Hozunyam,https://en.wikipedia.org/wiki/Hozunyam,NTH_LINK(2),22

Rural Utilities Service,https://en.wikipedia.org/wiki/Rural_Utilities_Service,NTH_LINK(2),37

1892 in Norwegian music,https://en.wikipedia.org/wiki/1892_in_Norwegian_music,NTH_LINK(2),13

List of drugs: F,https://en.wikipedia.org/wiki/List_of_drugs:_F,NTH_LINK(2),20

List of drugs: F,https://en.wikipedia.org/wiki/List_of_drugs:_F,EMBEDDING_WORD2VEC,8

Apartment Zero,https://en.wikipedia.org/wiki/Apartment_Zero,NTH_LINK(2),15

Menace II Society,https://en.wikipedia.org/wiki/Menace_II_Society,EMBEDDING_WORD2VEC,6

Harlow Wilcox,https://en.wikipedia.org/wiki/Harlow_Wilcox,NTH_LINK(2),15

Bruce Mills,https://en.wikipedia.org/wiki/Bruce_Mills,NTH_LINK(2),19

Everett McDonald,https://en.wikipedia.org/wiki/Everett_McDonald,NTH_LINK(2),40

Everett McDonald,https://en.wikipedia.org/wiki/Everett_McDonald,EMBEDDING_WORD2VEC,8

2007–08 Saudi Premier League,https://en.wikipedia.org/wiki/2007%E2%80%9308_Saudi_Premier_League,NTH_LINK(2),15

National Mills Day,https://en.wikipedia.org/wiki/National_Mills_Day,WORDNET,8
